id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date
5244,Los Angeles,0.2,12.672,2,West,kariox,Corporate,headset,Standard Class,6865,4.752,01-08-2020,90004,California,01-08-2020
5245,New York City,0,33,6,East,fynota,Corporate,colddrinks,Standard Class,5447,8.25,01-09-2020,10035,New York,01-08-2020
5246,Los Angeles,0.2,91.96,5,West,fynota,Corporate,colddrinks,Standard Class,6866,-20.691,01-08-2020,90004,California,01-08-2020
5247,Los Angeles,0,254.97,3,West,fynota,Corporate,chocolates,Standard Class,6867,91.7892,01-08-2020,90004,California,01-08-2020
5248,Los Angeles,0.2,31.984,2,West,fynota,Corporate,colddrinks,Standard Class,6868,-7.996,01-08-2020,90004,California,01-08-2020
5249,Los Angeles,0.2,2887.056,9,West,qexty,Corporate,hoodies,Standard Class,6869,180.441,01-08-2020,90004,California,01-08-2020
5250,Los Angeles,0,12.96,2,West,kariox,Corporate,phone,Standard Class,6870,6.2208,01-08-2020,90004,California,01-08-2020
5251,Los Angeles,0,47.52,9,West,kariox,Corporate,phone,Standard Class,6871,21.384,01-08-2020,90004,California,01-08-2020
5252,Seattle,0.2,33.44,10,West,kariox,Corporate,headset,Second Class,8831,11.704,01-08-2020,98115,Washington,01-08-2020
5253,New York City,0.1,573.174,7,East,qexty,Consumer,tshirts,Standard Class,9880,63.686,01-08-2020,10035,New York,01-08-2020
5254,Columbus,0.2,113.552,2,East,kariox,Consumer,battery,Standard Class,655,8.5164,01-08-2020,43229,Ohio,01-08-2020
5255,Columbus,0.7,3.318,2,East,kariox,Consumer,headset,Standard Class,656,-2.6544,01-08-2020,43229,Ohio,01-08-2020
5256,Houston,0.8,4.312,2,Central,kariox,Consumer,headset,Standard Class,4107,-6.8992,01-08-2020,77041,Texas,01-08-2020
5257,Gresham,0.7,26.352,8,West,kariox,Consumer,headset,Standard Class,4900,-18.4464,01-08-2020,97030,Oregon,01-08-2020
5258,Seattle,0,19.44,3,West,kariox,Corporate,phone,Standard Class,7736,9.3312,01-08-2020,98105,Washington,01-08-2020
5259,Fort Collins,0.2,98.328,3,West,qexty,Home Office,shorts,First Class,9023,9.8328,01-08-2020,80525,Colorado,01-08-2020
5260,Los Angeles,0,5.76,2,West,kariox,Corporate,television,Standard Class,9617,1.6704,01-08-2020,90049,California,01-08-2020
5261,Pharr,0.2,727.296,8,Central,kariox,Home Office,laptop,Standard Class,3017,-172.7328,01-08-2020,78577,Texas,01-08-2020
5262,Pharr,0.6,22.608,3,Central,qexty,Home Office,shorts,Standard Class,3018,-10.1736,01-08-2020,78577,Texas,01-08-2020
5263,Seattle,0.2,837.6,3,West,fynota,Consumer,sweets,Standard Class,3113,62.82,01-08-2020,98105,Washington,01-08-2020
5264,New York City,0,249.95,5,East,fynota,Corporate,chocolates,Standard Class,5448,87.4825,01-09-2020,10035,New York,01-08-2020
5265,Englewood,0.2,108.576,3,West,fynota,Consumer,colddrinks,Standard Class,2693,8.1432,01-09-2020,80112,Colorado,01-08-2020
5266,Detroit,0,11.56,2,Central,kariox,Consumer,phone,Standard Class,7703,5.6644,01-09-2020,48234,Michigan,01-08-2020
5267,Dallas,0.32,156.3728,2,Central,qexty,Consumer,pants,First Class,4072,-52.8908,01-09-2020,75081,Texas,01-08-2020
5268,Cincinnati,0.7,18.432,8,East,kariox,Corporate,headset,First Class,8426,-12.288,01-08-2020,45231,Ohio,01-08-2020
5269,Chicago,0.2,64.624,7,Central,kariox,Home Office,phone,Standard Class,100,22.6184,01-09-2020,60610,Illinois,01-08-2020
5270,Chicago,0.2,95.976,3,Central,fynota,Home Office,chocolates,Standard Class,101,-10.7973,01-09-2020,60610,Illinois,01-08-2020
5271,Chicago,0.8,1.788,3,Central,kariox,Home Office,headset,Standard Class,102,-3.0396,01-09-2020,60610,Illinois,01-08-2020
5272,Concord,0,27.93,3,East,kariox,Home Office,charger,Standard Class,1176,8.0997,01-09-2020,3301,New Hampshire,01-08-2020
5273,New York City,0,22,4,East,fynota,Home Office,colddrinks,Standard Class,1242,5.5,01-09-2020,10024,New York,01-08-2020
5274,Philadelphia,0.4,241.92,4,East,qexty,Corporate,hoodies,Standard Class,4684,-56.448,01-09-2020,19120,Pennsylvania,01-08-2020
5275,Philadelphia,0.5,163.88,4,East,qexty,Corporate,pants,Standard Class,4685,-81.94,01-09-2020,19120,Pennsylvania,01-08-2020
5276,Philadelphia,0.7,3.486,2,East,kariox,Corporate,headset,Standard Class,4686,-2.7888,01-09-2020,19120,Pennsylvania,01-08-2020
5277,Philadelphia,0.2,10.584,7,East,kariox,Corporate,lighting,Standard Class,4687,-2.3814,01-09-2020,19120,Pennsylvania,01-08-2020
5278,Philadelphia,0.4,290.898,3,East,fynota,Consumer,colddrinks,First Class,327,-67.8762,01-09-2020,19143,Pennsylvania,01-08-2020
5279,Philadelphia,0.2,54.224,2,East,kariox,Consumer,laptop,First Class,328,3.389,01-09-2020,19143,Pennsylvania,01-08-2020
5280,Philadelphia,0.3,786.744,4,East,qexty,Consumer,tshirts,First Class,329,-258.5016,01-09-2020,19143,Pennsylvania,01-08-2020
5281,Philadelphia,0.2,100.24,10,East,kariox,Consumer,tablet,First Class,330,33.831,01-09-2020,19143,Pennsylvania,01-08-2020
5282,Philadelphia,0.7,37.764,6,East,kariox,Consumer,headset,First Class,331,-27.6936,01-09-2020,19143,Pennsylvania,01-08-2020
5283,Los Angeles,0,47.04,4,West,qexty,Consumer,shorts,Standard Class,6337,15.9936,01-09-2020,90008,California,01-08-2020
5284,Los Angeles,0.2,339.96,5,West,fynota,Consumer,colddrinks,Standard Class,6338,42.495,01-09-2020,90008,California,01-08-2020
5285,Philadelphia,0.4,815.292,9,East,qexty,Home Office,hoodies,Second Class,5630,-339.705,01-08-2020,19143,Pennsylvania,01-08-2020
5286,Dallas,0.8,10.024,4,Central,kariox,Consumer,headset,First Class,4071,-16.5396,01-09-2020,75081,Texas,01-08-2020
5287,Franklin,0,47.97,3,Central,fynota,Home Office,chocolates,Standard Class,6695,14.8707,01-08-2020,53132,Wisconsin,01-08-2020
5288,Dallas,0.8,13.14,9,Central,kariox,Consumer,headset,First Class,4070,-21.681,01-09-2020,75081,Texas,01-08-2020
5289,Hollywood,0.2,9.216,4,South,kariox,Corporate,tablet,Standard Class,7252,3.3408,01-09-2020,33021,Florida,01-08-2020
5290,Detroit,0,209.97,3,Central,fynota,Consumer,colddrinks,Standard Class,7704,58.7916,01-09-2020,48234,Michigan,01-08-2020
5291,Detroit,0,447.84,4,Central,qexty,Consumer,hoodies,Standard Class,7705,98.5248,01-09-2020,48234,Michigan,01-08-2020
5292,Detroit,0,479.97,3,Central,fynota,Consumer,chocolates,Standard Class,7706,163.1898,01-09-2020,48234,Michigan,01-08-2020
5293,Detroit,0,8.64,3,Central,kariox,Consumer,television,Standard Class,7707,2.5056,01-09-2020,48234,Michigan,01-08-2020
5294,Athens,0,186.54,3,South,qexty,Consumer,shorts,Standard Class,8357,41.0388,01-08-2020,30605,Georgia,01-08-2020
5295,New York City,0.2,146.688,8,East,kariox,Corporate,headset,Standard Class,9311,45.84,01-09-2020,10024,New York,01-08-2020
5296,Miami,0.2,31.008,1,South,kariox,Corporate,phone,First Class,9586,11.2404,01-08-2020,33142,Florida,01-08-2020
5297,Dallas,0.2,51.52,5,Central,kariox,Consumer,charger,Standard Class,743,-10.948,01-09-2020,75220,Texas,01-08-2020
5298,Dallas,0.2,3.528,1,Central,kariox,Consumer,phone,Standard Class,744,1.1466,01-09-2020,75220,Texas,01-08-2020
5299,Dallas,0.2,4.624,1,Central,kariox,Consumer,phone,Standard Class,745,1.6762,01-09-2020,75220,Texas,01-08-2020
5300,Dallas,0.2,55.168,4,Central,kariox,Consumer,charger,Standard Class,746,6.2064,01-09-2020,75220,Texas,01-08-2020
5301,Quincy,0,122.97,3,East,kariox,Consumer,phone,Second Class,3342,60.2553,01-09-2020,2169,Massachusetts,01-08-2020
5302,Quincy,0.3,244.615,1,East,qexty,Consumer,hoodies,Second Class,3343,20.967,01-09-2020,2169,Massachusetts,01-08-2020
5303,Quincy,0,59.97,3,East,fynota,Consumer,colddrinks,Second Class,3344,28.7856,01-09-2020,2169,Massachusetts,01-08-2020
5304,Quincy,0,81.54,9,East,kariox,Consumer,phone,Second Class,3345,36.693,01-09-2020,2169,Massachusetts,01-08-2020
5305,Quincy,0,11.68,4,East,kariox,Consumer,lighting,Second Class,3346,5.256,01-09-2020,2169,Massachusetts,01-08-2020
5306,Quincy,0,29,5,East,kariox,Consumer,headset,Second Class,3347,13.92,01-09-2020,2169,Massachusetts,01-08-2020
5307,Houston,0.2,14.16,1,Central,kariox,Corporate,laptop,Second Class,5603,1.062,01-08-2020,77041,Texas,01-08-2020
5308,Houston,0.2,79.92,5,Central,kariox,Corporate,phone,Second Class,5604,27.972,01-08-2020,77041,Texas,01-08-2020
5309,Englewood,0.2,15.48,3,West,kariox,Consumer,phone,Standard Class,2692,5.6115,01-09-2020,80112,Colorado,01-08-2020
5310,Greenville,0.2,28.048,2,South,kariox,Home Office,charger,Standard Class,5313,3.506,01-08-2020,27834,North Carolina,01-08-2020
5311,Los Angeles,0.2,513.024,2,West,qexty,Home Office,hoodies,Standard Class,3497,12.8256,01-08-2020,90036,California,01-08-2020
5312,Detroit,0,14.78,2,Central,fynota,Home Office,colddrinks,First Class,1902,3.9906,01-08-2020,48205,Michigan,01-08-2020
5313,New York City,0,70.88,2,East,kariox,Corporate,phone,First Class,3447,33.3136,01-08-2020,10024,New York,01-08-2020
5314,Los Angeles,0.2,211.168,4,West,fynota,Consumer,colddrinks,Standard Class,5943,18.4772,01-08-2020,90032,California,01-08-2020
5315,New York City,0,38.34,9,East,kariox,Consumer,television,Standard Class,9511,15.7194,01-08-2020,10024,New York,01-08-2020
5316,Edmonds,0,179.97,3,West,fynota,Corporate,chocolates,Standard Class,6583,86.3856,01-08-2020,98026,Washington,01-08-2020
5317,Dallas,0.2,11.168,4,Central,kariox,Consumer,lighting,Second Class,1800,3.6296,01-08-2020,75081,Texas,01-08-2020
5318,Dallas,0.2,53.952,3,Central,kariox,Consumer,phone,Second Class,1801,17.5344,01-08-2020,75081,Texas,01-08-2020
5319,Jackson,0,23.34,3,South,kariox,Home Office,lighting,Standard Class,3196,0.2334,01-08-2020,39212,Mississippi,01-08-2020
5320,Los Angeles,0,487.92,6,West,kariox,Home Office,battery,Standard Class,3498,136.6176,01-08-2020,90036,California,01-08-2020
5321,Huntsville,0,197.05,7,South,kariox,Corporate,television,Standard Class,9490,59.115,01-08-2020,35810,Alabama,01-08-2020
5322,Los Angeles,0.2,15.24,5,West,kariox,Home Office,headset,Standard Class,3499,5.334,01-08-2020,90036,California,01-08-2020
5323,Fayetteville,0.2,30.816,9,South,kariox,Consumer,phone,First Class,3517,9.63,01-08-2020,28314,North Carolina,01-08-2020
5324,Fayetteville,0.2,44.784,2,South,fynota,Consumer,colddrinks,First Class,3518,4.4784,01-08-2020,28314,North Carolina,01-08-2020
5325,Fayetteville,0.2,569.536,4,South,kariox,Consumer,battery,First Class,3519,64.0728,01-08-2020,28314,North Carolina,01-08-2020
5326,Hendersonville,0.7,4.338,3,South,kariox,Home Office,headset,Standard Class,9160,-3.0366,01-08-2020,37075,Tennessee,01-08-2020
5327,Hendersonville,0.7,11.88,5,South,kariox,Home Office,headset,Standard Class,9161,-7.92,01-08-2020,37075,Tennessee,01-08-2020
5328,Tulsa,0,32.4,5,Central,kariox,Home Office,phone,Standard Class,8306,15.552,01-08-2020,74133,Oklahoma,01-08-2020
5329,Tulsa,0,41.86,7,Central,kariox,Home Office,headset,Standard Class,8307,19.2556,01-08-2020,74133,Oklahoma,01-08-2020
5330,Tulsa,0,77.56,2,Central,kariox,Home Office,headset,Standard Class,8308,35.6776,01-08-2020,74133,Oklahoma,01-08-2020
5331,Oklahoma City,0,10.56,2,Central,kariox,Consumer,phone,Standard Class,5257,4.752,01-08-2020,73120,Oklahoma,01-08-2020
5332,Sacramento,0.2,11.784,3,West,kariox,Corporate,headset,Second Class,4088,3.9771,01-08-2020,95823,California,01-08-2020
5333,Sacramento,0.2,20.952,3,West,kariox,Corporate,headset,Second Class,4087,7.0713,01-08-2020,95823,California,01-08-2020
5334,Sacramento,0.2,302.384,2,West,fynota,Corporate,colddrinks,Second Class,4086,30.2384,01-08-2020,95823,California,01-08-2020
5335,Greenville,0.2,9.216,4,South,kariox,Home Office,tablet,Standard Class,5312,3.3408,01-08-2020,27834,North Carolina,01-08-2020
5336,Detroit,0,635.96,4,Central,fynota,Consumer,colddrinks,Standard Class,4673,165.3496,01-08-2020,48205,Michigan,01-08-2020
5337,Detroit,0,118.99,1,Central,fynota,Consumer,colddrinks,Standard Class,4674,33.3172,01-08-2020,48205,Michigan,01-08-2020
5338,Detroit,0,272.94,3,Central,qexty,Consumer,shorts,Standard Class,4675,30.0234,01-08-2020,48205,Michigan,01-08-2020
5339,San Francisco,0.2,863.128,7,West,qexty,Corporate,hoodies,Standard Class,8168,-32.3673,01-08-2020,94122,California,01-08-2020
5340,Amarillo,0.2,19.648,2,Central,kariox,Corporate,phone,Second Class,7102,6.6312,01-08-2020,79109,Texas,01-08-2020
5341,Riverside,0.2,1039.728,2,West,fynota,Corporate,colddrinks,Same Day,7770,90.9762,01-08-2020,92503,California,01-08-2020
5342,Riverside,0,45.96,2,West,kariox,Corporate,battery,Same Day,7771,13.788,01-08-2020,92503,California,01-08-2020
5343,Philadelphia,0.2,19.312,2,East,qexty,Consumer,shorts,Second Class,9155,3.1382,01-08-2020,19140,Pennsylvania,01-08-2020
5344,Los Angeles,0.2,136.464,2,West,qexty,Corporate,hoodies,Second Class,5245,15.3522,01-08-2020,90032,California,01-08-2020
5345,Los Angeles,0.2,333.576,3,West,fynota,Corporate,colddrinks,Second Class,5246,33.3576,01-08-2020,90032,California,01-08-2020
5346,Los Angeles,0.2,12.544,2,West,kariox,Corporate,headset,Second Class,5247,4.704,01-08-2020,90032,California,01-08-2020
5347,Tulsa,0,81.54,3,Central,kariox,Consumer,watch,Second Class,6158,38.3238,01-08-2020,74133,Oklahoma,01-08-2020
5348,Tulsa,0,167.28,12,Central,fynota,Consumer,chocolates,Second Class,6159,23.4192,01-08-2020,74133,Oklahoma,01-08-2020
5349,Suffolk,0,35.06,2,South,kariox,Home Office,charger,Standard Class,1764,10.518,01-08-2020,23434,Virginia,01-08-2020
5350,Suffolk,0,4.13,1,South,kariox,Home Office,tablet,Standard Class,1765,1.8998,01-08-2020,23434,Virginia,01-08-2020
5351,Suffolk,0,109.8,9,South,qexty,Home Office,shorts,Standard Class,1766,46.116,01-08-2020,23434,Virginia,01-08-2020
5352,Suffolk,0,9.82,2,South,kariox,Home Office,tablet,Standard Class,1767,4.8118,01-08-2020,23434,Virginia,01-08-2020
5353,Peoria,0.8,3.98,5,Central,kariox,Consumer,headset,First Class,2688,-6.567,01-08-2020,61604,Illinois,01-08-2020
5354,Des Moines,0,6.48,1,Central,kariox,Consumer,phone,Same Day,1087,3.1104,01-08-2020,50315,Iowa,01-08-2020
5355,Carrollton,0.2,1399.944,7,Central,fynota,Consumer,chocolates,Second Class,2573,52.4979,01-08-2020,75007,Texas,01-08-2020
5356,Detroit,0.1,283.14,4,Central,kariox,Consumer,battery,Standard Class,4672,72.358,01-08-2020,48205,Michigan,01-08-2020
5357,Lakeland,0.45,562.2925,7,South,qexty,Corporate,hoodies,Standard Class,8137,-255.5875,01-08-2020,33801,Florida,01-08-2020
5358,Oakland,0,3.15,1,West,kariox,Corporate,tablet,Second Class,1089,1.512,01-08-2020,94601,California,01-08-2020
5359,Tallahassee,0.2,705.544,7,South,fynota,Consumer,colddrinks,Standard Class,2555,70.5544,01-08-2020,32303,Florida,01-08-2020
5360,Fayetteville,0.2,225.296,2,South,qexty,Consumer,tshirts,Second Class,2858,22.5296,01-08-2020,28314,North Carolina,01-08-2020
5361,Los Angeles,0,312.03,3,West,qexty,Consumer,shorts,Standard Class,8895,43.6842,01-08-2020,90004,California,01-08-2020
5362,Los Angeles,0,17.94,3,West,kariox,Consumer,laptop,Standard Class,8896,3.0498,01-08-2020,90004,California,01-08-2020
5363,Los Angeles,0.2,165.6,3,West,fynota,Consumer,colddrinks,Standard Class,8897,10.35,01-08-2020,90004,California,01-08-2020
5364,Los Angeles,0,37.52,4,West,kariox,Consumer,phone,Standard Class,8898,18.0096,01-08-2020,90004,California,01-08-2020
5365,Los Angeles,0.2,161.28,2,West,qexty,Corporate,hoodies,First Class,6134,12.096,01-08-2020,90045,California,01-08-2020
5366,Davis,0,32.4,5,West,kariox,Consumer,phone,Standard Class,7889,15.552,01-08-2020,95616,California,01-08-2020
5367,Seattle,0.2,15.712,4,West,kariox,Consumer,headset,Standard Class,3350,5.6956,01-08-2020,98105,Washington,01-08-2020
5368,New York City,0,355.32,9,East,kariox,Corporate,battery,Second Class,803,99.4896,01-08-2020,10024,New York,01-08-2020
5369,New York City,0,39.99,1,East,fynota,Corporate,colddrinks,Standard Class,2956,11.5971,01-08-2020,10035,New York,01-08-2020
5370,Edinburg,0.8,2.068,1,Central,kariox,Consumer,headset,First Class,6056,-3.4122,01-08-2020,78539,Texas,01-08-2020
5371,Edinburg,0.2,83.84,8,Central,kariox,Consumer,phone,First Class,6057,30.392,01-08-2020,78539,Texas,01-08-2020
5372,Houston,0.6,9.552,3,Central,qexty,Home Office,shorts,Second Class,9125,-3.8208,01-08-2020,77070,Texas,01-08-2020
5373,Houston,0.6,5.344,4,Central,qexty,Home Office,shorts,Second Class,9126,-2.1376,01-08-2020,77070,Texas,01-08-2020
5374,New York City,0.2,146.688,6,East,kariox,Consumer,headset,First Class,7096,55.008,01-08-2020,10009,New York,01-08-2020
5375,New York City,0.2,276.784,2,East,kariox,Consumer,headset,First Class,7097,89.9548,01-08-2020,10009,New York,01-08-2020
5376,New York City,0.1,145.764,2,East,qexty,Home Office,tshirts,Standard Class,4646,-8.098,01-08-2020,10011,New York,01-08-2020
5377,Oakland,0.2,71.976,3,West,fynota,Corporate,colddrinks,Second Class,1088,7.1976,01-08-2020,94601,California,01-08-2020
5378,Aurora,0.2,122.328,3,West,kariox,Consumer,battery,Standard Class,638,12.2328,01-08-2020,80013,Colorado,01-08-2020
5379,San Francisco,0,10.86,3,West,kariox,Consumer,watch,Standard Class,2659,5.1042,01-08-2020,94110,California,01-08-2020
5380,Akron,0.2,279.96,5,East,fynota,Corporate,chocolates,Standard Class,8693,48.993,01-08-2020,44312,Ohio,01-08-2020
5381,New York City,0.4,209.148,2,East,qexty,Consumer,hoodies,Second Class,9403,-66.2302,01-08-2020,10024,New York,01-08-2020
5382,Aurora,0.7,18.882,3,West,kariox,Consumer,headset,Standard Class,637,-13.8468,01-08-2020,80013,Colorado,01-08-2020
5383,Philadelphia,0.2,37.312,4,East,kariox,Home Office,television,Second Class,9717,2.7984,01-08-2020,19134,Pennsylvania,01-08-2020
5384,Jacksonville,0.7,11.232,8,South,kariox,Consumer,headset,Second Class,1747,-8.2368,01-08-2020,28540,North Carolina,01-08-2020
5385,Jacksonville,0.2,10.272,3,South,kariox,Consumer,phone,Second Class,1748,3.21,01-08-2020,28540,North Carolina,01-08-2020
5386,West Allis,0,241.96,2,Central,qexty,Corporate,pants,Second Class,3763,24.196,01-08-2020,53214,Wisconsin,01-08-2020
5387,West Allis,0,8.52,3,Central,kariox,Corporate,headset,Second Class,3764,4.1748,01-08-2020,53214,Wisconsin,01-08-2020
5388,Kenner,0,17.34,2,South,kariox,Consumer,battery,Same Day,6021,4.6818,01-08-2020,70065,Louisiana,01-08-2020
5389,Kenner,0,71.98,2,South,fynota,Consumer,chocolates,Same Day,6022,15.1158,01-08-2020,70065,Louisiana,01-08-2020
5390,Springfield,0,22.32,4,South,kariox,Consumer,headset,First Class,7925,10.7136,01-08-2020,22153,Virginia,01-08-2020
5391,New York City,0,1591.02,6,East,kariox,Consumer,laptop,Second Class,9404,286.3836,01-08-2020,10024,New York,01-08-2020
5392,Irving,0.2,185.376,2,Central,kariox,Consumer,charger,Standard Class,8876,-34.758,01-08-2020,75061,Texas,01-08-2020
5393,Akron,0.4,247.188,2,East,fynota,Corporate,colddrinks,Standard Class,8692,-49.4376,01-08-2020,44312,Ohio,01-08-2020
5394,New York City,0.2,25.32,5,East,kariox,Consumer,headset,First Class,7098,9.1785,01-08-2020,10009,New York,01-08-2020
5395,Irving,0.8,58.924,1,Central,kariox,Consumer,battery,Standard Class,8877,-153.2024,01-08-2020,75061,Texas,01-08-2020
5396,Los Angeles,0,15.54,3,West,kariox,Consumer,phone,Standard Class,5380,7.6146,01-08-2020,90045,California,01-08-2020
5397,Los Angeles,0.2,105.552,6,West,fynota,Consumer,sweets,Standard Class,5381,35.6238,01-08-2020,90045,California,01-08-2020
5398,Nashville,0.2,15.552,3,South,kariox,Consumer,phone,First Class,7049,5.4432,01-08-2020,37211,Tennessee,01-08-2020
5399,Akron,0.4,259.896,2,East,fynota,Corporate,colddrinks,Standard Class,8691,-56.3108,01-08-2020,44312,Ohio,01-08-2020
5400,Springfield,0,103.6,7,South,kariox,Consumer,tablet,First Class,7926,51.8,01-08-2020,22153,Virginia,01-08-2020
5401,San Diego,0.2,801.568,2,West,qexty,Corporate,tshirts,Standard Class,5881,50.098,01-09-2020,92105,California,01-09-2020
5402,San Diego,0,368.91,9,West,kariox,Corporate,phone,Standard Class,5882,180.7659,01-09-2020,92105,California,01-09-2020
5403,Aurora,0.8,2.308,2,Central,kariox,Home Office,headset,Same Day,659,-3.462,01-09-2020,60505,Illinois,01-09-2020
5404,Woodland,0.2,239.984,2,West,fynota,Consumer,colddrinks,Standard Class,9613,23.9984,01-09-2020,95695,California,01-09-2020
